2012-12-24,100.285
2012-12-25,100.285
2012-12-26,100.281
2012-12-27,100.281
2012-12-28,100.285
2012-12-31,100.285
2013-01-01,100.285
2013-01-02,100.281
2013-01-03,100.285
2013-01-04,100.281
2013-01-07,100.289
2013-01-08,100.285
2013-01-09,100.289
2013-01-10,100.293
2013-01-11,100.285
2013-01-14,100.281
2013-01-15,100.281
2013-01-16,100.277
2013-01-17,100.277
2013-01-18,100.27
2013-01-21,100.27
2013-01-22,100.273
2013-01-23,100.273
2013-01-24,100.281
2013-01-25,100.27
2013-01-28,100.27
2013-01-29,100.273
2013-01-30,100.27
2013-01-31,100.27
2013-02-01,100.27
2013-02-04,100.273
2013-02-05,100.273
2013-02-06,100.27
2013-02-07,100.266
2013-02-08,100.262
2013-02-11,100.262
2013-02-12,100.262
2013-02-13,100.25
2013-02-14,100.254
2013-02-15,100.25
2013-02-18,100.25
2013-02-19,100.246
2013-02-20,100.242
2013-02-21,100.242
2013-02-22,100.238
2013-02-25,100.238
2013-02-26,100.238
2013-02-27,100.238
2013-02-28,100.246
2013-03-01,100.242
2013-03-04,100.242
2013-03-05,100.238
2013-03-06,100.238
2013-03-07,100.242
2013-03-08,100.234
2013-03-11,100.234
2013-03-12,100.234
2013-03-13,100.234
2013-03-14,100.238
2013-03-15,100.238
2013-03-18,100.238
2013-03-19,100.238
2013-03-20,100.234
2013-03-21,100.238
2013-03-22,100.234
2013-03-25,100.23
2013-03-26,100.23
2013-03-27,100.227
2013-03-28,100.234
2013-03-29,100.234
2013-04-01,100.227
2013-04-02,100.23
2013-04-03,100.23
2013-04-04,100.227
2013-04-05,100.227
2013-04-08,100.227
2013-04-09,100.227
2013-04-10,100.227
2013-04-11,100.23
2013-04-12,100.227
2013-04-15,100.23
2013-04-16,100.227
2013-04-17,100.227
2013-04-18,100.227
2013-04-19,100.219
2013-04-22,100.223
2013-04-23,100.227
2013-04-24,100.219
2013-04-25,100.219
2013-04-26,100.215
2013-04-29,100.219
2013-04-30,100.227
2013-05-01,100.223
2013-05-02,100.223
2013-05-03,100.211
2013-05-06,100.215
2013-05-07,100.215
2013-05-08,100.211
2013-05-09,100.215
2013-05-10,100.211
2013-05-13,100.211
2013-05-14,100.203
2013-05-15,100.211
2013-05-16,100.215
2013-05-17,100.211
2013-05-20,100.207
2013-05-21,100.203
2013-05-22,100.203
2013-05-23,100.203
2013-05-24,100.191
2013-05-27,100.191
2013-05-28,100.191
2013-05-29,100.188
2013-05-30,100.188
2013-05-31,100.184
2013-06-03,100.184
2013-06-04,100.188
2013-06-05,100.184
2013-06-06,100.18
2013-06-07,100.176
2013-06-10,100.176
2013-06-11,100.172
2013-06-12,100.172
2013-06-13,100.176
2013-06-14,100.172
2013-06-17,100.164
2013-06-18,100.164
2013-06-19,100.16
2013-06-20,100.164
2013-06-21,100.156
2013-06-24,100.152
2013-06-25,100.152
2013-06-26,100.152
2013-06-27,100.156
2013-06-28,100.148
2013-07-01,100.148
2013-07-02,100.148
2013-07-03,100.148
2013-07-04,100.148
2013-07-05,100.148
2013-07-08,100.145
2013-07-09,100.145
2013-07-10,100.152
2013-07-11,100.148
2013-07-12,100.148
2013-07-15,100.145
2013-07-16,100.148
2013-07-17,100.148
2013-07-18,100.145
2013-07-19,100.137
2013-07-22,100.141
2013-07-23,100.141
2013-07-24,100.141
2013-07-25,100.141
2013-07-26,100.137
2013-07-29,100.133
2013-07-30,100.137
2013-07-31,100.133
2013-08-01,100.133
2013-08-02,100.125
2013-08-05,100.121
2013-08-06,100.121
2013-08-07,100.121
2013-08-08,100.117
2013-08-09,100.109
2013-08-12,100.113
2013-08-13,100.113
2013-08-14,100.113
2013-08-15,100.109
2013-08-16,100.105
2013-08-19,100.105
2013-08-20,100.102
2013-08-21,100.102
2013-08-22,100.102
2013-08-23,100.098
2013-08-26,100.102
2013-08-27,100.098
2013-08-28,100.094
2013-08-29,100.094
2013-08-30,100.09
2013-09-02,100.09
2013-09-03,100.09
2013-09-04,100.09
2013-09-05,100.09
2013-09-06,100.086
2013-09-09,100.086
2013-09-10,100.082
2013-09-11,100.082
2013-09-12,100.078
2013-09-13,100.078
2013-09-16,100.078
2013-09-17,100.074
2013-09-18,100.074
2013-09-19,100.074
2013-09-20,100.066
2013-09-23,100.07
2013-09-24,100.066
2013-09-25,100.063
2013-09-26,100.059
2013-09-27,100.059
2013-09-30,100.059
2013-10-01,100.055
2013-10-02,100.051
2013-10-03,100.047
2013-10-04,100.039
2013-10-07,100.039
2013-10-08,100.031
2013-10-09,100.023
2013-10-10,100.023
2013-10-11,100.02
2013-10-14,100.02
2013-10-15,100.02
2013-10-16,100.023
2013-10-17,100.035
2013-10-18,100.031
2013-10-21,100.031
2013-10-22,100.031
2013-10-23,100.027
2013-10-24,100.027
2013-10-25,100.023
2013-10-28,100.023
2013-10-29,100.02
2013-10-30,100.016
2013-10-31,100.016
2013-11-01,100.012
2013-11-04,100.016
2013-11-05,100.008
2013-11-06,100.012
2013-11-07,100.008
2013-11-08,100.004
2013-11-11,100.004
2013-11-12,100.004
2013-11-13,100
2013-11-14,100.004
2013-11-15,100
